Asset,Date,Open,High,Low,Close,Adj Close,Volume
USDT,2018-06-14,1.00195,1.01196,0.993035,1.00395,1.00395,3104209920
USDT,2018-06-15,1.00163,1.01316,0.995103,1.00695,1.00695,2376110080
USDT,2018-06-16,1.00387,1.01248,0.987984,1.00424,1.00424,1797939968
USDT,2018-06-17,1.00487,1.00713,0.998453,1.00548,1.00548,1548390016
USDT,2018-06-18,1.00339,1.01118,0.991164,1.00283,1.00283,2073910016
USDT,2018-06-19,1.00363,1.00634,0.994846,1.00022,1.00022,2253370112
USDT,2018-06-20,1.00171,1.01021,0.994434,0.998829,0.998829,2215259904
USDT,2018-06-21,1.00054,1.00598,0.994075,1.00053,1.00053,2017639936
USDT,2018-06-22,1.00124,1.02637,0.990974,1.003,1.003,3747810048
USDT,2018-06-23,1.00137,1.0127,0.990621,1.00198,1.00198,2500859904
USDT,2018-06-24,0.998875,1.02249,0.971736,1.0051,1.0051,3952620032
USDT,2018-06-25,1.00487,1.00891,0.984719,1.00062,1.00062,3956019968
USDT,2018-06-26,0.998834,1.00964,0.990512,1.00056,1.00056,2025110016
USDT,2018-06-27,1.00239,1.00621,0.981484,0.997935,0.997935,2055360000
USDT,2018-06-28,0.998823,1.0044,0.989789,0.997193,0.997193,2331049984
USDT,2018-06-29,0.996047,1.0117,0.990261,1.00333,1.00333,2482319872
USDT,2018-06-30,1.00301,1.01014,0.992682,0.999192,0.999192,2540620032
USDT,2018-07-01,0.997323,1.00605,0.997016,0.998821,0.998821,3653040128
USDT,2018-07-02,0.999402,1.00274,0.993193,0.998859,0.998859,2787729920
USDT,2018-07-03,0.997445,1.00368,0.995343,1.00032,1.00032,2786769920
USDT,2018-07-04,0.998857,1.00374,0.993437,0.999195,0.999195,2638139904
USDT,2018-07-05,1.00117,1.01113,0.999482,1.00614,1.00614,3606159872
USDT,2018-07-06,1.00701,1.01124,0.998692,1.00316,1.00316,2460250112
USDT,2018-07-07,1.0017,1.00788,0.989028,1.00621,1.00621,2134790016
USDT,2018-07-08,1.00461,1.00951,1.00127,1.00425,1.00425,2142080000
USDT,2018-07-09,1.0046,1.01418,1.00142,1.0075,1.0075,2358560000
USDT,2018-07-10,1.00731,1.0116,0.997819,1.0012,1.0012,2974149888
USDT,2018-07-11,1.00091,1.01079,0.998898,1.00116,1.00116,2524790016
USDT,2018-07-12,1.00228,1.00761,0.994467,0.99907,0.99907,2404160000
USDT,2018-07-13,0.999377,1.01003,0.995791,1.00142,1.00142,2279970048
USDT,2018-07-14,1.00225,1.0068,0.998031,1.00265,1.00265,1620770048
USDT,2018-07-15,1.00238,1.00441,0.996664,0.998352,0.998352,1919559936
USDT,2018-07-16,0.998966,1.00218,0.988297,0.999139,0.999139,2864659968
USDT,2018-07-17,1.00231,1.00584,0.979782,1.00013,1.00013,3620499968
USDT,2018-07-18,0.999476,1.00532,0.993404,1.00221,1.00221,4082030080
USDT,2018-07-19,1.00081,1.00417,0.993331,0.998088,0.998088,3188349952
USDT,2018-07-20,0.998921,1.00717,0.994279,1.00103,1.00103,3072349952
USDT,2018-07-21,1.0013,1.00422,0.995731,1.00004,1.00004,2164900096
USDT,2018-07-22,1.00122,1.01062,0.994756,0.999843,0.999843,2209939968
USDT,2018-07-23,1.00083,1.00083,0.991952,0.997496,0.997496,2808819968
USDT,2018-07-24,0.997918,1.00073,0.99339,0.996505,0.996505,4417310208
USDT,2018-07-25,0.992372,1.00207,0.985008,0.998791,0.998791,3514560000
USDT,2018-07-26,0.99674,1.00375,0.992867,0.997951,0.997951,2894500096
USDT,2018-07-27,0.999553,1.00439,0.991179,0.997118,0.997118,3092310016
USDT,2018-07-28,0.995606,1.00269,0.995606,0.997887,0.997887,2298899968
USDT,2018-07-29,0.996403,1.00161,0.995105,0.998919,0.998919,2404489984
USDT,2018-07-30,0.999317,1.00715,0.993987,0.99891,0.99891,4311410000
USDT,2018-07-31,0.999708,1.00755,0.99534,0.999507,0.999507,3253100000
USDT,2018-08-01,0.999215,1.00445,0.994754,0.999409,0.999409,3059190000
USDT,2018-08-02,0.998746,1.00277,0.995199,1.00066,1.00066,2539460000
USDT,2018-08-03,1.00138,1.00409,0.995755,0.999095,0.999095,2843800000
USDT,2018-08-04,1.00019,1.00456,0.993336,0.998505,0.998505,2526060000
USDT,2018-08-05,0.997972,1.00261,0.996254,0.999347,0.999347,2204100000
USDT,2018-08-06,1.00184,1.0032,0.998169,1.00095,1.00095,2336390000
USDT,2018-08-07,0.999416,1.02623,0.995265,1.00154,1.00154,2942000000
USDT,2018-08-08,1.00164,1.01703,0.991345,1.00169,1.00169,3421800000
USDT,2018-08-09,1.00074,1.0068,0.979456,1.00424,1.00424,2626630000
USDT,2018-08-10,1.00134,1.01462,0.991889,1.00158,1.00158,2887490000
USDT,2018-08-11,1.00034,1.00985,0.978541,1.00985,1.00985,2630390000
USDT,2018-08-12,1.00587,1.00728,0.99493,1.00049,1.00049,4066320000
USDT,2018-08-13,1.00092,1.02054,0.994659,1.00393,1.00393,2596380000
USDT,2018-08-14,1.00433,1.01792,0.991974,0.997543,0.997543,3917750000
USDT,2018-08-15,0.99503,1.00841,0.993253,1.00125,1.00125,3277720000
USDT,2018-08-16,1.00054,1.01058,0.993986,1.00122,1.00122,2741290000
USDT,2018-08-17,1.0039,1.012,0.994058,0.997761,0.997761,3783430000
USDT,2018-08-18,1.00242,1.014,0.996478,1.00286,1.00286,3247510000
USDT,2018-08-19,1.00537,1.00822,0.996864,1.00052,1.00052,2622560000
USDT,2018-08-20,1.00019,1.01739,0.997007,1.00539,1.00539,2596870000
USDT,2018-08-21,1.00814,1.00827,0.995364,1.0007,1.0007,2350790000
USDT,2018-08-22,1.00049,1.01178,0.981115,1.00035,1.00035,3325510000
USDT,2018-08-23,1.00135,1.00425,0.993635,0.998976,0.998976,2392970000
USDT,2018-08-24,0.998429,1.00896,0.994293,1.00178,1.00178,2850500000
USDT,2018-08-25,0.998537,1.00382,0.995268,1.001,1.001,1958700000
USDT,2018-08-26,1.00321,1.00795,0.99775,0.999227,0.999227,1946530000
USDT,2018-08-27,1.00164,1.00641,0.983211,0.997802,0.997802,2718980000
USDT,2018-08-28,0.99767,1.00349,0.991961,0.999395,0.999395,2991530000
USDT,2018-08-29,1.00019,1.01503,0.991106,1.00066,1.00066,3024040000
USDT,2018-08-30,0.999735,1.00512,0.992116,1.00003,1.00003,2764870000
USDT,2018-08-31,1.00151,1.00855,0.996037,1.00351,1.00351,2659230000
USDT,2018-09-01,1.0017,1.00375,0.985154,0.996813,0.996813,2910380000
USDT,2018-09-02,0.996865,1.00766,0.993394,0.997839,0.997839,2844130000
USDT,2018-09-03,0.995396,1.00407,0.99301,0.998642,0.998642,2530750000
USDT,2018-09-04,0.999627,1.00426,0.993396,0.999517,0.999517,2758550000
USDT,2018-09-05,0.999856,1.03077,0.997398,1.00795,1.00795,4000180000
USDT,2018-09-06,1.00635,1.03331,0.989162,1.00091,1.00091,3695980000
USDT,2018-09-07,1.00309,1.01475,0.996252,1.00636,1.00636,2778320000
USDT,2018-09-08,1.00628,1.01954,0.997322,1.00428,1.00428,2345090000
USDT,2018-09-09,1.00234,1.0158,0.968354,1.00498,1.00498,2470930000
USDT,2018-09-10,0.998831,1.01088,0.995038,1.00128,1.00128,2300220000
USDT,2018-09-11,0.99645,1.01658,0.99645,1.00454,1.00454,2375530000
USDT,2018-09-12,1.00316,1.01368,0.989434,1.00125,1.00125,2512200000
USDT,2018-09-13,1.00073,1.00939,0.986957,1.00635,1.00635,3009780000
USDT,2018-09-14,0.998975,1.01941,0.988274,1.00236,1.00236,2804570000
USDT,2018-09-15,1.00694,1.00925,0.993745,1.00086,1.00086,2112840000
USDT,2018-09-16,1.00439,1.01407,0.995185,1.00096,1.00096,2103110000
USDT,2018-09-17,0.999014,1.01177,0.995283,1.00411,1.00411,2854420000
USDT,2018-09-18,1.0078,1.0078,0.980623,1.00225,1.00225,2687350000
USDT,2018-09-19,1.00619,1.01216,0.96457,1.00069,1.00069,2635660000
USDT,2018-09-20,0.999453,1.00642,0.990492,1.00154,1.00154,2689090000
USDT,2018-09-21,0.998697,1.01796,0.975145,0.994428,0.994428,5090540000
USDT,2018-09-22,0.992045,1.0156,0.982721,1.00092,1.00092,3352660000
USDT,2018-09-23,0.996163,1.00975,0.992725,0.999512,0.999512,2804770000
USDT,2018-09-24,0.999409,1.0131,0.994282,1.00063,1.00063,2852810000
USDT,2018-09-25,1.00536,1.0114,0.99306,1.00044,1.00044,3572280000
USDT,2018-09-26,1.00224,1.00995,0.990897,1.00213,1.00213,3380990000
USDT,2018-09-27,1.00129,1.0086,0.977865,0.997107,0.997107,3408680000
USDT,2018-09-28,0.994787,1.0135,0.988149,1.00142,1.00142,3447280000
USDT,2018-09-29,1.0023,1.00625,0.990836,0.999602,0.999602,3249000000
USDT,2018-09-30,1.00152,1.00765,0.991041,1.00036,1.00036,3307320000
USDT,2018-10-01,0.996818,1.00919,0.993728,0.997925,0.997925,3069480000
USDT,2018-10-02,0.99538,1.0047,0.993995,0.999741,0.999741,2818190000
USDT,2018-10-03,1.00387,1.00907,0.991395,0.998569,0.998569,2812780000
USDT,2018-10-04,0.99834,1.00306,0.988396,0.996185,0.996185,2374680000
USDT,2018-10-05,0.996195,1.00321,0.989995,0.995778,0.995778,2330830000
USDT,2018-10-06,0.996503,1.00423,0.995775,0.997177,0.997177,2238520000
USDT,2018-10-07,0.997938,1.00375,0.992553,0.996617,0.996617,2187670000
USDT,2018-10-08,0.996229,1.00011,0.990055,0.995814,0.995814,2594100000
USDT,2018-10-09,0.996374,0.999826,0.991899,0.996779,0.996779,2183500000
USDT,2018-10-10,0.995332,1.00183,0.990803,0.993502,0.993502,2295300000
USDT,2018-10-11,0.992934,1.01755,0.987252,0.993026,0.993026,3772600000
USDT,2018-10-12,0.998704,0.998704,0.98367,0.994102,0.994102,2962380000
USDT,2018-10-13,0.995036,0.995455,0.98494,0.988046,0.988046,1961540000
USDT,2018-10-14,0.987869,0.995905,0.984209,0.98957,0.98957,2008170000
USDT,2018-10-15,0.993084,0.993084,0.925284,0.980138,0.980138,5891700000
